Rac1	10.514695	10.622294	10.855582	10.800406	9.338081
Raf1	7.758197	7.954145	7.804427	8.241315	6.64592
Rag2	5.503926	5.405116	5.102283	4.993658	5.67721
Rala	3.645759	3.499065	3.37096	3.28873	3.606373
Ralb	5.807427	6.028623	6.67413	7.425353	6.266254
Ralbp1	7.135129	7.027388	7.269465	7.061146	7.130712
Ralgds	5.481904	5.445372	6.407084	6.997117	6.246249
Ran	6.278109	6.349013	6.938576	7.206453	6.471935
Ranbp1	8.981025	8.98017	9.708303	9.989021	8.458532
Rap1a	5.989388	5.786642	6.479905	6.291235	6.370925
Rap1b	6.828611	6.824423	7.940262	8.032082	7.197776
Rap2a	6.545337	6.630379	6.472832	6.481852	6.569376
Rapgef1	3.577204	3.526483	3.520901	3.472738	3.845573
Rapgef2	3.745566	4.132245	4.277187	4.667545	4.59672
Rapgef3	3.189161	3.094494	3.200616	2.995499	3.09187
Rapgef4	3.331985	3.057048	3.152864	3.059745	3.495054
Rapgef6	4.12146	4.227242	4.313873	4.847776	3.671808
Rara	4.861807	4.883832	4.657455	4.704219	4.477918
Rarb	4.848408	5.153228	4.737524	5.345479	4.64109
Rarg	5.262068	5.071079	4.992672	4.932933	5.356755
Rars	7.585903	7.580605	8.368586	8.471989	7.615701
Rasa1	4.11884	4.307198	4.335981	4.599933	3.999018
Rasa2	3.499477	3.296859	3.323205	3.214557	3.370949
Rasgrf1	3.891906	3.824897	3.789926	3.671455	3.861441
Rasgrf2	3.638129	3.752112	3.566786	3.48003	4.155997
Rasgrp1	2.940389	2.93454	3.546466	4.259267	3.303299
Rasgrp3	6.831421	6.618724	6.858503	6.558524	6.65368
